         worklat,       value,     chindex,     chlabel,        bini,                         binlabel,grammar,word_type,ERPset,ID,Accuracy,subjectID,reading_speed,comprehension_score,Experiment,Sex,Age,Years of Formal Education,Occupation,Vividness,Control
  [300.0  500.0],3.067,16,          C4,5,                          Verb_DW,verbDW,verbDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-0.071,16,          C4,5,                          Verb_DW,verbDW,verbDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-4.901,16,          C4,5,                          Verb_DW,verbDW,verbDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],5.397,16,          C4,5,                          Verb_DW,verbDW,verbDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],-2.033,16,          C4,5,                          Verb_DW,verbDW,verbDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],0.532,16,          C4,5,                          Verb_DW,verbDW,verbDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-0.74,16,          C4,5,                          Verb_DW,verbDW,verbDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],-1.606,16,          C4,5,                          Verb_DW,verbDW,verbDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],2.005,16,          C4,5,                          Verb_DW,verbDW,verbDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],0.383,16,          C4,5,                          Verb_DW,verbDW,verbDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],-2.881,16,          C4,5,                          Verb_DW,verbDW,verbDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],0.247,16,          C4,5,                          Verb_DW,verbDW,verbDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],0.664,16,          C4,5,                          Verb_DW,verbDW,verbDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],2.227,16,          C4,5,                          Verb_DW,verbDW,verbDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-0.134,16,          C4,5,                          Verb_DW,verbDW,verbDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-4.383,16,          C4,5,                          Verb_DW,verbDW,verbDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-3.465,16,          C4,5,                          Verb_DW,verbDW,verbDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],-2.097,16,          C4,5,                          Verb_DW,verbDW,verbDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],0.276,16,          C4,5,                          Verb_DW,verbDW,verbDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],0.685,16,          C4,5,                          Verb_DW,verbDW,verbDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-1.431,16,          C4,5,                          Verb_DW,verbDW,verbDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],-0.38,16,          C4,5,                          Verb_DW,verbDW,verbDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],-0.321,16,          C4,5,                          Verb_DW,verbDW,verbDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],1.536,16,          C4,5,                          Verb_DW,verbDW,verbDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],1.425,16,          C4,5,                          Verb_DW,verbDW,verbDW,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],0.044,16,          C4,5,                          Verb_DW,verbDW,verbDW,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],1.223,16,          C4,5,                          Verb_DW,verbDW,verbDW,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],-0.95,16,          C4,5,                          Verb_DW,verbDW,verbDW,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],-1.204,16,          C4,5,                          Verb_DW,verbDW,verbDW,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],-2.302,16,          C4,5,                          Verb_DW,verbDW,verbDW,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],-1.003,16,          C4,5,                          Verb_DW,verbDW,verbDW,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],-0.33,16,          C4,5,                          Verb_DW,verbDW,verbDW,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-0.93,16,          C4,5,                          Verb_DW,verbDW,verbDW,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],0.628,16,          C4,5,                          Verb_DW,verbDW,verbDW,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-1.57,16,          C4,5,                          Verb_DW,verbDW,verbDW,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-0.554,16,          C4,5,                          Verb_DW,verbDW,verbDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-5.615,16,          C4,5,                          Verb_DW,verbDW,verbDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-0.826,16,          C4,5,                          Verb_DW,verbDW,verbDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],2.599,16,          C4,5,                          Verb_DW,verbDW,verbDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-2.17,16,          C4,5,                          Verb_DW,verbDW,verbDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],0.496,16,          C4,5,                          Verb_DW,verbDW,verbDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],2.202,17,         AF3,5,                          Verb_DW,verbDW,verbDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],1.024,17,         AF3,5,                          Verb_DW,verbDW,verbDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-0.414,17,         AF3,5,                          Verb_DW,verbDW,verbDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-2.806,17,         AF3,5,                          Verb_DW,verbDW,verbDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],-1.563,17,         AF3,5,                          Verb_DW,verbDW,verbDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],1.444,17,         AF3,5,                          Verb_DW,verbDW,verbDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],-0.02,17,         AF3,5,                          Verb_DW,verbDW,verbDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-1.404,17,         AF3,5,                          Verb_DW,verbDW,verbDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],0.134,17,         AF3,5,                          Verb_DW,verbDW,verbDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],1.032,17,         AF3,5,                          Verb_DW,verbDW,verbDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],1.435,17,         AF3,5,                          Verb_DW,verbDW,verbDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],-1.288,17,         AF3,5,                          Verb_DW,verbDW,verbDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],2.261,17,         AF3,5,                          Verb_DW,verbDW,verbDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-0.778,17,         AF3,5,                          Verb_DW,verbDW,verbDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],4.156,17,         AF3,5,                          Verb_DW,verbDW,verbDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],0.393,17,         AF3,5,                          Verb_DW,verbDW,verbDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-6.677,17,         AF3,5,                          Verb_DW,verbDW,verbDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-2.281,17,         AF3,5,                          Verb_DW,verbDW,verbDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],-3.489,17,         AF3,5,                          Verb_DW,verbDW,verbDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],-0.987,17,         AF3,5,                          Verb_DW,verbDW,verbDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],-0.884,17,         AF3,5,                          Verb_DW,verbDW,verbDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-2.575,17,         AF3,5,                          Verb_DW,verbDW,verbDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.817,17,         AF3,5,                          Verb_DW,verbDW,verbDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],-1.047,17,         AF3,5,                          Verb_DW,verbDW,verbDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],-0.412,17,         AF3,5,                          Verb_DW,verbDW,verbDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],-2.94,17,         AF3,5,                          Verb_DW,verbDW,verbDW,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],0.855,17,         AF3,5,                          Verb_DW,verbDW,verbDW,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],0.096,17,         AF3,5,                          Verb_DW,verbDW,verbDW,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],1.445,17,         AF3,5,                          Verb_DW,verbDW,verbDW,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],1.195,17,         AF3,5,                          Verb_DW,verbDW,verbDW,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],-0.061,17,         AF3,5,                          Verb_DW,verbDW,verbDW,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],0.895,17,         AF3,5,                          Verb_DW,verbDW,verbDW,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.169,17,         AF3,5,                          Verb_DW,verbDW,verbDW,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-4.205,17,         AF3,5,                          Verb_DW,verbDW,verbDW,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-2.414,17,         AF3,5,                          Verb_DW,verbDW,verbDW,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-1.388,17,         AF3,5,                          Verb_DW,verbDW,verbDW,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-0.124,17,         AF3,5,                          Verb_DW,verbDW,verbDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-4.979,17,         AF3,5,                          Verb_DW,verbDW,verbDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-4.057,17,         AF3,5,                          Verb_DW,verbDW,verbDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],-1.81,17,         AF3,5,                          Verb_DW,verbDW,verbDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-0.219,17,         AF3,5,                          Verb_DW,verbDW,verbDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],0.476,17,         AF3,5,                          Verb_DW,verbDW,verbDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],1.951,18,         AF4,5,                          Verb_DW,verbDW,verbDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],2.041,18,         AF4,5,                          Verb_DW,verbDW,verbDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-1.098,18,         AF4,5,                          Verb_DW,verbDW,verbDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-2.237,18,         AF4,5,                          Verb_DW,verbDW,verbDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],-0.709,18,         AF4,5,                          Verb_DW,verbDW,verbDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],0.736,18,         AF4,5,                          Verb_DW,verbDW,verbDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],-1.226,18,         AF4,5,                          Verb_DW,verbDW,verbDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-0.968,18,         AF4,5,                          Verb_DW,verbDW,verbDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],0.038,18,         AF4,5,                          Verb_DW,verbDW,verbDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],2.254,18,         AF4,5,                          Verb_DW,verbDW,verbDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],1.032,18,         AF4,5,                          Verb_DW,verbDW,verbDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],-1.539,18,         AF4,5,                          Verb_DW,verbDW,verbDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],1.589,18,         AF4,5,                          Verb_DW,verbDW,verbDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-0.494,18,         AF4,5,                          Verb_DW,verbDW,verbDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],3.15,18,         AF4,5,                          Verb_DW,verbDW,verbDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],3.697,18,         AF4,5,                          Verb_DW,verbDW,verbDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-7.186,18,         AF4,5,                          Verb_DW,verbDW,verbDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-3.994,18,         AF4,5,                          Verb_DW,verbDW,verbDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],-3.01,18,         AF4,5,                          Verb_DW,verbDW,verbDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],-0.152,18,         AF4,5,                          Verb_DW,verbDW,verbDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],0.163,18,         AF4,5,                          Verb_DW,verbDW,verbDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-2.226,18,         AF4,5,                          Verb_DW,verbDW,verbDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.22,18,         AF4,5,                          Verb_DW,verbDW,verbDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],-0.904,18,         AF4,5,                          Verb_DW,verbDW,verbDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],1.013,18,         AF4,5,                          Verb_DW,verbDW,verbDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],-1.524,18,         AF4,5,                          Verb_DW,verbDW,verbDW,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],1.046,18,         AF4,5,                          Verb_DW,verbDW,verbDW,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],-0.476,18,         AF4,5,                          Verb_DW,verbDW,verbDW,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],2.04,18,         AF4,5,                          Verb_DW,verbDW,verbDW,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],0.77,18,         AF4,5,                          Verb_DW,verbDW,verbDW,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],-0.514,18,         AF4,5,                          Verb_DW,verbDW,verbDW,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],0.135,18,         AF4,5,                          Verb_DW,verbDW,verbDW,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.25,18,         AF4,5,                          Verb_DW,verbDW,verbDW,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-3.541,18,         AF4,5,                          Verb_DW,verbDW,verbDW,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-1.8,18,         AF4,5,                          Verb_DW,verbDW,verbDW,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-1.625,18,         AF4,5,                          Verb_DW,verbDW,verbDW,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],0.099,18,         AF4,5,                          Verb_DW,verbDW,verbDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-3.878,18,         AF4,5,                          Verb_DW,verbDW,verbDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-3.548,18,         AF4,5,                          Verb_DW,verbDW,verbDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],0.695,18,         AF4,5,                          Verb_DW,verbDW,verbDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],0.325,18,         AF4,5,                          Verb_DW,verbDW,verbDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],-0.574,18,         AF4,5,                          Verb_DW,verbDW,verbDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],1.393,19,         FC3,5,                          Verb_DW,verbDW,verbDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],1.713,19,         FC3,5,                          Verb_DW,verbDW,verbDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
