         worklat,       value,     chindex,     chlabel,        bini,                         binlabel,grammar,word_type,ERPset,ID,Accuracy,subjectID,reading_speed,comprehension_score,Experiment,Sex,Age,Years of Formal Education,Occupation,Vividness,Control
  [300.0  500.0],-1.661,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],0.914,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],2.298,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],3.951,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],5.795,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],4.519,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],3.065,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.964,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],1.193,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],3.627,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],3.577,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],-0.659,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],1.993,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],2.272,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],1.497,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],4.019,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],0.2,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.844,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],3.232,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],1.033,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],3.442,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],0.707,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],5.266,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],0.786,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],0.682,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-0.071,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],-0.176,39,       LF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],2.185,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],-0.042,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],1.689,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],1.765,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],0.663,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],0.41,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],2.51,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],2.529,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],2.837,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],-0.57,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],0.365,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],2.5,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],-1.242,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-0.099,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],-1.593,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-2.54,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],0.632,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],2.508,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],4.41,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],5.133,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],1.866,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],3.353,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.543,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],0.929,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],2.62,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],0.984,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],-1.291,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],1.631,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],1.002,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],2.364,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],3.967,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],1.169,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.983,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],0.877,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],0.532,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],1.385,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-0.699,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],2.914,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-1.656,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],-1.325,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-0.426,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],-0.174,40,       RF_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],-0.79,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],-0.118,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],0.973,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],3.275,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],-0.875,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],0.171,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],0.373,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],2.084,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],1.958,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],0.393,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],1.167,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],2.424,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],-1.447,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],0.116,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],-0.012,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-2.806,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-1.114,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],0.129,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],3.178,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],1.551,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],-0.225,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],1.976,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],1.745,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],0.703,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],1.938,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],0.382,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],-1.053,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],0.283,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],0.354,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],-1.213,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],4.404,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],-0.177,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.929,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],1.976,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-1.674,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],0.176,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-0.052,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],3.598,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],1.484,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],-0.731,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],0.298,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],0.365,41,       LP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],-0.059,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],-1.652,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],0.645,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-0.391,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],-2.829,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],0.722,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],0.727,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-1.034,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],-0.678,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],-1.535,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],1.147,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],1.329,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],-0.504,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-0.909,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],-0.653,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-2.91,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-0.385,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-1.799,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],1.851,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],1.968,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],-2.171,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],1.234,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.024,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],1.086,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],0.873,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],-1.19,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],-2.287,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],-0.914,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],1.234,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],-0.767,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],2.94,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],0.203,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.575,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-0.986,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-1.782,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-0.894,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-0.245,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],2.553,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-2.047,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],-1.482,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],0.657,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],0.209,42,       RP_5s,1,  Correct_Verb_in_Correct_Pronoun,good,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],-0.697,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],-0.23,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],1.691,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
